"DBN","School.Name","pct_female","pct_male","pct_asian","pct_black","pct_hispanic","pct_multi.racial","pct_native_american","pct_white","pct_disabilities","pct_eng_learners","pct_poverty","economic_need_index","school_name","total_students","students_temp_housing","pct_temp_housing","students_residing_shelter","residing_dhs_shelter","residing_non_dhs_shelter","doubled_up"
"30Q450","Long Island City High School",51.7,48.3,7.6,9.4,73.2,0.5,0.3,7.5,19.3,22.4,85.5,88.2,"Long Island City High School",1886,"372",19.72428411,"237","193","44","120"
"30Q501","Frank Sinatra School of the Arts High School",67.3,32.3,10.8,9.3,26,4.5,0.8,36.2,15,0.1,30.5,34.1,"Frank Sinatra School of the Arts High School",850,"18",2.11764704,"s","s","s","14"
"30Q502","Information Technology High School",30.7,69.3,17.7,7.9,65.1,0.4,0.7,7,18.5,10.6,83.4,84.6,"Information Technology High School",833,"89",10.68427339,"32","s","s","55"
"30Q555","Newcomers High School",41,59,4.6,1.3,90,0.1,0.3,3.9,2.4,88.1,81,95,"Newcomers High School",1618,"791",48.88751507,"379","279","100","407"
"30Q575","Academy of American Studies",53.2,46.8,23.9,3.3,36,1.7,0.4,34.8,10.9,2.3,68,59,"Academy of American Studies",1390,"41",2.94964034,"s","s","s","40"
"30Q580","Baccalaureate School for Global Education",53.5,46.5,40.5,2.6,18.6,4.7,1.3,30.9,12.6,2.6,47.8,44.9,"Baccalaureate School for Global Education",525,"9",1.71428565,"s","s","s","9"
"31R001","P.S. 001 Tottenville",46.6,53.4,5.7,1.4,21.5,1.1,0,70.4,26.7,4.3,36.9,37.1,"P.S. 001 Tottenville",454,"9",1.98237877,"s","s","s","9"
"31R002","I.S. R002 George L. Egbert",50.4,49.6,27.7,4.5,29.7,1.6,0.4,36.1,21.1,14.5,73.9,70.1,"I.S. R002 George L. Egbert",1007,"94",9.33465734,"18","s","s","69"
"31R003","P.S. 003 The Margaret Gioiosa School",49.8,50.2,12.9,2.2,12.2,1.9,0,70.8,24,4.4,36.3,39.1,"P.S. 003 The Margaret Gioiosa School",655,"8",1.22137405,"s","s","s","6"
"31R004","P.S. 004 Maurice Wollin",43.8,56.2,21.4,1.7,20.2,1.9,0.7,54,31.3,7.2,48.7,47.1,"P.S. 004 Maurice Wollin",848,"14",1.65094342,"8","s","s","6"
"31R006","P.S. 6 Corporal Allan F. Kivlehan School",49.2,50.8,6.7,1.8,17.3,2.2,0.2,71.8,39.1,4,44.2,39.5,"P.S. 6 Corporal Allan F. Kivlehan School",524,"13",2.48091612,"s","s","s","11"
"31R007","I.S. 007 Elias Bernstein",49.8,50.2,16,1.4,12.5,1.7,0.1,68.3,17.6,4.4,45.2,38,"I.S. 007 Elias Bernstein",1225,"18",1.46938777,"s","s","s","18"
"31R008","P.S. 8 Shirlee Solomon",51.4,48.6,25,1.4,15.2,2.1,0.2,55.7,21.5,6.6,48,41.1,"P.S. 8 Shirlee Solomon",535,"12",2.24299058,"s","s","s","7"
"31R010","Fort Hill Collaborative Elementary School",54.3,45.7,3.2,21.8,56.4,8.5,3.2,6.9,34,16,89.9,88.8,"Fort Hill Collaborative Elementary School",209,"48",22.96650708,"29","s","s","17"
"31R011","P.S. 11 Thomas Dongan School",47.8,52.2,22,12.7,33.7,1,0.3,30.2,22.7,15.1,80.1,71.6,"P.S. 11 Thomas Dongan School",304,"12",3.94736826,"s","s","s","9"
"31R013","P.S. 013 M. L. Lindemeyer",45.7,54.3,27.5,11.5,42.6,2.8,0.3,15.3,29.8,20.3,82.2,76.1,"P.S. 013 M. L. Lindemeyer",800,"74",9.25000012,"27","s","s","44"
"31R016","P.S. 016 John J. Driscoll",51.5,48.5,5.6,22.7,64.5,0,1.9,5.3,23.7,28.5,95,92.3,"P.S. 016 John J. Driscoll",412,"95",23.05825204,"44","38","6","50"
"31R018","P.S. 018 John G. Whittier",46.7,53.3,1.8,40.2,49.7,1.2,1.2,5.6,33.7,12.1,94.1,94.4,"P.S. 018 John G. Whittier",354,"74",20.9039554,"22","s","s","41"
"31R019","P.S. 019 The Curtis School",49.1,50.9,5,11.3,76.9,0.5,0.5,5.9,25.3,31.9,92.8,91.4,"P.S. 019 The Curtis School",476,"98",20.58823556,"56","s","s","42"
"31R020","P.S. 020 Port Richmond",41.6,58.4,1.3,12.3,79.5,1.6,1,3.9,34.4,52.6,94.8,93,"P.S. 020 Port Richmond",321,"43",13.39563876,"21","s","s","18"
"31R021","P.S. 21 Margaret Emery-Elm Park",51.8,48.2,5,17.3,63.6,1.8,0.8,11.6,30.2,18.6,86.4,87.9,"P.S. 21 Margaret Emery-Elm Park",410,"17",4.14634161,"8","s","s","8"
"31R022","P.S. 022 Graniteville",49.3,50.7,7.2,17.2,65.3,2.6,0.9,6.7,32.7,25.1,85.1,81.5,"P.S. 022 Graniteville",795,"100",12.57861704,"54","s","s","43"
"31R023","P.S. 023 Richmondtown",48.8,51.2,22.3,0.5,14.2,2.8,0.5,59.3,26.7,6.5,40.2,38.2,"P.S. 023 Richmondtown",618,"12",1.94174759,"s","s","s","8"
"31R024","I.S. 024 Myra S. Barnes",48,52,19.7,1,16.7,2.2,0.1,60.3,23.1,4.6,52.8,43.2,"I.S. 024 Myra S. Barnes",1316,"37",2.81155016,"s","s","s","31"
"31R026","P.S. 026 The Carteret School",47.9,52.1,27.3,4.5,25.5,2.2,0,40.4,23.2,15.4,61.4,48.3,"P.S. 026 The Carteret School",282,"20",7.09219873,"13","s","s","7"
"31R027","I.S. 027 Anning S. Prall",48.6,51.4,12.7,20.4,44.3,1.9,0.7,19.7,28.3,8.8,76.7,72.6,"I.S. 027 Anning S. Prall",909,"78",8.58085826,"22","s","s","50"
"31R028","The Eagle Academy for Young Men of Staten Island",0,100,2.4,51.6,39.7,1,0.7,4.2,44.3,10.5,87.5,89.8,"The Eagle Academy for Young Men of Staten Island",291,"28",9.62199345,"10","s","s","14"
"31R029","P.S. 029 Bardwell",43.1,56.9,26.8,6.1,25.8,3.2,0.2,37.9,28,5.9,59.8,51.6,"P.S. 029 Bardwell",591,"17",2.87648048,"s","s","s","14"
"31R030","P.S. 030 Westerleigh",47.4,52.6,16,4.1,24.2,3.8,0.1,51.6,28.7,8.3,39.5,35.2,"P.S. 030 Westerleigh",720,"17",2.36111116,"s","s","s","13"
"31R031","P.S. 031 William T. Davis",46.9,53.1,1.4,53.4,37.7,2.6,0.9,4,32.6,5.1,95,95,"P.S. 031 William T. Davis",393,"74",18.82951707,"37","29","8","32"
"31R032","P.S. 032 The Gifford School",51.1,48.9,22.6,2.3,17.3,2.1,0.2,55.5,26.6,7.9,49.9,47.7,"P.S. 032 The Gifford School",677,"9",1.32939443,"6","s","s","s"
"31R034","I.S. 034 Tottenville",51.4,48.6,10.3,0.9,17.9,1.5,0.1,69,24.2,2.8,40.3,35.1,"I.S. 034 Tottenville",1146,"7",0.61082025,"s","s","s","s"
"31R035","P.S. 35 The Clove Valley School",51.5,48.5,16,5.8,22.3,7.6,0.5,47.7,21.1,7.1,38.8,37.8,"P.S. 35 The Clove Valley School",395,"7",1.77215189,"s","s","s","s"
"31R036","P.S. 036 J. C. Drumgoole",50.9,49.1,18.6,1.3,14.1,2.5,0.6,62.8,25.2,5.3,42.4,35.8,"P.S. 036 J. C. Drumgoole",886,"10",1.12866815,"s","s","s","9"
"31R038","P.S. 038 George Cromwell",48.9,51.1,28.5,4.6,30.1,2.4,0.3,33.9,18.3,32.3,78.5,74.8,"P.S. 038 George Cromwell",401,"57",14.21446353,"37","28","9","19"
"31R039","P.S. 39 Francis J. Murphy Jr.",46.3,53.7,23.9,7.1,25.6,2.3,0.2,40.9,23.5,27.5,95,71.3,"P.S. 39 Francis J. Murphy Jr.",498,"28",5.62249012,"7","s","s","21"
"31R041","The Stephanie A. Vierno School",48.5,51.5,29.4,6.7,26,1.1,0.6,36.2,23.7,27.8,78.2,73,"The Stephanie A. Vierno School",710,"16",2.25352105,"s","s","s","12"
"31R042","P.S. 042 Eltingville",47.8,52.2,21.3,1,14.4,1.4,0.3,61.7,23.3,8.4,47.8,40.8,"P.S. 042 Eltingville",1023,"10",0.97751711,"s","s","s","10"
"31R044","P.S. 044 Thomas C. Brown",48.9,51.1,2.8,37.2,50,2.2,1.1,6.7,34.8,9.1,92.4,92.9,"P.S. 044 Thomas C. Brown",567,"68",11.99294552,"30","s","s","25"
"31R045","P.S. 045 John Tyler",52.4,47.6,8.9,16.3,46.1,4.3,0.7,23.3,22.1,5.8,67.3,65.4,"P.S. 045 John Tyler",767,"51",6.64928257,"10","s","s","37"
"31R046","P.S. 046 Albert V. Maniscalco",50.3,49.7,11,19.3,37.6,5.5,0.6,26,32,11,87.3,85.5,"P.S. 046 Albert V. Maniscalco",190,"19",10.00000015,"s","s","s","13"
"31R048","P.S. 048 William G. Wilcox",49.6,50.4,28.3,4.7,18.4,2.2,0,46.4,21.7,9.4,51.2,49.4,"P.S. 048 William G. Wilcox",1015,"30",2.95566507,"6","s","s","24"
"31R049","I.S. 49 Berta A. Dreyfus",50.8,49.2,9.9,31.2,49,1.5,1.5,6.9,37.8,17,95,93.3,"I.S. 49 Berta A. Dreyfus",416,"50",12.01923043,"18","s","s","26"
"31R050","P.S. 050 Frank Hankinson",50.9,49.1,32,1.9,16,2.6,0.6,46.9,22.7,7.9,54.4,50.6,"P.S. 050 Frank Hankinson",738,"8",1.08401086,"6","s","s","s"
"31R051","I.S. 051 Edwin Markham",48.2,51.8,6.9,19.9,53.4,2.8,0.5,16.3,29.1,12.6,79,75.5,"I.S. 051 Edwin Markham",1168,"133",11.38698608,"67","54","13","59"
"31R052","P.S. 052 John C. Thompson",49,51,35.1,3.5,17.9,2.4,0.5,40.7,21.7,15.9,69.2,62.7,"P.S. 052 John C. Thompson",652,"36",5.52147254,"20","s","s","16"
"31R053","The Barbara Esselborn School",49.8,50.2,28.9,1.5,15.5,2.1,0,51.9,21.2,7.6,54,45,"The Barbara Esselborn School",815,"8",0.98159509,"s","s","s","s"
"31R054","P.S. 054 Charles W. Leng",51.1,48.9,43.7,5.3,18.4,2.3,0.3,30.1,20.6,7.6,65.5,59.9,"P.S. 054 Charles W. Leng",826,"25",3.02663445,"6","s","s","16"
"31R055","P.S. 055 Henry M. Boehm",50,50,10.7,0,14.3,1.8,0.2,73,31,5.8,40.1,35.3,"P.S. 055 Henry M. Boehm",512,"6",1.171875,"s","s","s","s"
"31R057","P.S. 057 Hubert H. Humphrey",48.3,51.7,5.9,49.5,40.3,0.9,0.9,2.4,37.3,11.1,92.9,93.3,"P.S. 057 Hubert H. Humphrey",444,"17",3.82882878,"8","s","s","7"
"31R058","Space Shuttle Columbia School",45.7,54.3,32.7,4.3,23.5,2,0.1,37.4,27.5,11.5,63.5,59.9,"Space Shuttle Columbia School",730,"43",5.89041114,"s","s","s","36"
"31R059","The Harbor View School",51.1,48.9,3.8,38.6,41.3,4.2,0,11.7,32.6,0,72.3,71.5,"The Harbor View School",258,"22",8.52713212,"8","s","s","11"
"31R060","P.S. 060 Alice Austen",48.3,51.7,23,4.9,26,1.7,0.6,43.5,28.9,7.3,71,57.1,"P.S. 060 Alice Austen",642,"16",2.49221176,"s","s","s","13"
"31R061","I.S. 061 William A Morris",51.2,48.8,4.6,30.7,50.9,2.3,1.2,10.2,30.5,11.4,82.3,82.8,"I.S. 061 William A Morris",959,"139",14.49426413,"75","50","25","61"
"31R062","The Kathleen Grimm School for Leadership and Susta",50.1,49.9,10.1,1.5,12,0.9,0.2,75.4,22.9,3.9,35.5,34.4,"The Kathleen Grimm School for Leadership and Susta",478,"14",2.92887036,"s","s","s","11"
"31R063","Marsh Avenue School for Expeditionary Learning",51.5,48.5,18,7.5,30.1,2.7,0.2,41.5,23.3,2.7,60.4,50.5,"Marsh Avenue School for Expeditionary Learning",422,"18",4.265403,"s","s","s","12"
"31R064","Gaynor McCown Expeditionary Learning School",48.1,51.9,14.3,5.8,26.5,2.6,0.6,47.2,25.4,0.9,54.5,51,"Gaynor McCown Expeditionary Learning School",555,"7",1.26126129,"s","s","s","7"
"31R065","P.S. 65 The Academy of Innovative Learning",52.4,47.6,1.9,22.7,52.6,6.4,0.6,15.5,34.1,3,71.5,67.8,"P.S. 65 The Academy of Innovative Learning",370,"23",6.21621609,"s","s","s","16"
"31R066","The Richmond Pre-K Center",48.1,51.9,18.2,16.4,20.1,0.3,0.7,44.3,23.4,0,55.4,58.2,"The Richmond Pre-K Center",1270,"73",5.74803166,"55","48","7","s"
"31R068","Port Richmond School for Visionary Learning",47.4,52.6,9.5,20,52.6,4.2,0.5,13.2,27.6,6.6,85,76.6,"Port Richmond School for Visionary Learning",445,"67",15.05617946,"11","s","s","54"
"31R069","P.S. 069 Daniel D. Tompkins",46.4,53.6,37.4,2.9,21.3,1.6,0.4,36.4,23.2,17.8,70.1,63.9,"P.S. 069 Daniel D. Tompkins",761,"19",2.49671489,"s","s","s","15"
"31R072","I.S. 072 Rocco Laurie",48.2,51.8,30.4,5.5,24.4,2.4,0.5,36.7,23.6,6.4,66,58.1,"I.S. 072 Rocco Laurie",1497,"71",4.74281907,"17","s","s","54"
"31R074","P.S. 74 Future Leaders Elementary School",45.2,54.8,5.7,26.1,59.8,0.4,0.8,7.3,37.9,23,95,94.3,"P.S. 74 Future Leaders Elementary School",271,"54",19.92619932,"26","s","s","25"
"31R075","I.S. 075 Frank D. Paulo",47.3,52.7,20.6,1,16.2,2,0.3,59.9,21.2,2.7,47.5,40.9,"I.S. 075 Frank D. Paulo",1526,"33",2.1625163,"s","s","s","32"
"31R078","P.S. 78",49.9,50.1,4.8,41.6,47.4,0.8,1.7,3.7,41.4,6.7,95,95,"P.S. 78",498,"56",11.24498025,"36","24","12","20"
"31R080","The Michael J. Petrides School",47.6,52.4,13.2,21.3,33.2,2.2,0.3,28.9,31.4,2.8,58.1,61.1,"The Michael J. Petrides School",1427,"48",3.36370021,"11","s","s","31"
"31R084","The Waverly Academy of Empowered Learners",54.5,45.5,4.5,29.5,60.2,0,3.4,2.3,47.7,19.3,88.6,87.6,"The Waverly Academy of Empowered Learners",87,"9",10.34482792,"s","s","s","6"
"31R085","The Young Women�s Leadership School of Staten Isla",100,0,4,48.4,34.7,2.4,0.8,2.4,29.8,3.2,85.5,87.4,"The Young Women�s Leadership School of Staten Isla",130,"7",5.38461544,"s","s","s","s"
"31R440","New Dorp High School",47.9,51.9,17.4,8.3,29.9,1.3,0.2,42.6,21.3,8.9,64.4,62.3,"New Dorp High School",3046,"146",4.79317121,"41","32","9","93"
"31R445","Port Richmond High School",48.3,51.7,7,21.7,54.3,1.8,0.7,14.5,29.5,15,79.1,80.3,"Port Richmond High School",1797,"206",11.46355048,"92","66","26","99"
"31R450","Curtis High School",54,46,7.8,29.6,48.2,2.4,0.2,10.9,19.9,9.2,78.8,78.6,"Curtis High School",2293,"228",9.9433057,"81","65","16","130"
"31R455","Tottenville High School",50.1,49.9,13.9,2.1,18.5,1.6,0.4,63.4,23.1,2.9,53.8,43.5,"Tottenville High School",3827,"112",2.92657427,"9","s","s","101"
"31R460","Susan E. Wagner High School",50.8,49.2,22.4,8.1,33.4,1.9,0.3,33.8,20.1,5.8,63.7,59.5,"Susan E. Wagner High School",2906,"125",4.30144519,"13","s","s","105"
"31R470","Concord High School",51.8,48.2,2.6,34.9,54.4,1,0.5,6.7,38.5,6.2,92.8,92.5,"Concord High School",232,"39",16.81034416,"12","6","6","23"
"31R600","Ralph R. McKee Career and Technical Education High",20.8,79.2,1.9,23.1,55.4,1.9,0.6,13.8,38.1,5.6,79.2,78.5,"Ralph R. McKee Career and Technical Education High",670,"39",5.82089536,"15","s","s","22"
"31R605","Staten Island Technical High School",45.1,54.9,67.2,1,4.3,0.6,0.2,26.7,1.3,0,55.6,45.5,"Staten Island Technical High School",1400,"9",0.64285714,"s","s","s","9"
"31R861","Staten Island School of Civic Leadership",50.5,49.5,20.2,23.1,37.2,3.4,0.7,15.4,24.7,6.4,80.5,71.6,"Staten Island School of Civic Leadership",860,"64",7.44186044,"14","s","s","49"
"32K045","P.S./I.S. 045 Horace E. Greene",53.4,46.6,2.1,39.6,55.1,0.4,0.4,2.3,21.6,18.9,84.5,89.2,"P.S./I.S. 045 Horace E. Greene",500,"93",18.60000044,"47","39","8","43"
"32K075","P.S. 075 Mayda Cortiella",43.3,56.7,1.9,18.3,76,0.5,0,3.4,18.8,25,95,93.7,"P.S. 075 Mayda Cortiella",224,"62",27.67857015,"18","s","s","43"
"32K086","P.S. 086 The Irvington",55.7,44.3,0.8,0.6,96.1,0.6,0.3,1.7,20.1,57.7,95,92.7,"P.S. 086 The Irvington",389,"185",47.55783975,"9","s","s","175"
"32K106","P.S. 106 Edward Everett Hale",49.9,50.1,0.6,8.6,89,0,0.6,0.9,30,36.5,88.7,89.5,"P.S. 106 Edward Everett Hale",375,"119",31.73333406,"15","s","s","103"
"32K116","P.S. 116 Elizabeth L Farrell",48.2,51.8,1.2,3.5,93.8,0.3,0,0.9,14.7,50,86.5,90.1,"P.S. 116 Elizabeth L Farrell",355,"133",37.46478856,"12","s","s","119"
"32K123","P.S. 123 Suydam",50.7,49.3,2.1,4.3,90.6,0,1,1.8,20.1,38.4,91,88.1,"P.S. 123 Suydam",499,"174",34.86973941,"69","s","s","105"
"32K145","P.S. 145 Andrew Jackson",47.8,52.2,0.9,10.3,85.7,0.9,0.2,1.6,31,18.3,89.1,88.6,"P.S. 145 Andrew Jackson",475,"95",20.0000003,"37","25","12","57"
"32K151","P.S. 151 Lyndon B. Johnson",47.8,52.2,2.7,6.1,88.1,0.7,0.3,2,13.3,38.6,87,86.9,"P.S. 151 Lyndon B. Johnson",318,"118",37.10691929,"25","17","8","86"
"32K162","J.H.S. 162 The Willoughby",45.6,54.4,2.3,4.3,90.8,0,0.7,1.6,19.7,40,94.4,89.1,"J.H.S. 162 The Willoughby",318,"129",40.56603909,"29","s","s","100"
"32K168","The Brooklyn School for Math and Research",37.1,62.9,9.6,31.3,53.5,0.3,0.3,3.5,16.7,21.1,95,86.6,"The Brooklyn School for Math and Research",380,"60",15.78947306,"10","s","s","47"
"32K274","P.S. 274 Kosciusko",49.1,50.9,0.3,11.5,84.2,0.9,1.5,1.5,16.1,48.5,92.1,93.4,"P.S. 274 Kosciusko",351,"167",47.57834673,"84","66","18","83"
"32K291","J.H.S. 291 Roland Hayes",45.2,54.8,1.3,7.7,88.1,0.3,0.6,0.6,19.4,47.4,88.4,91.8,"J.H.S. 291 Roland Hayes",330,"130",39.39394057,"27","s","s","97"
"32K299","P.S. 299 Thomas Warren Field",48,52,0.5,30.9,64.2,1,0,3.4,17.2,30.9,94.1,93.4,"P.S. 299 Thomas Warren Field",218,"97",44.49541271,"42","s","s","54"
"32K347","I.S. 347 School of Humanities",52.4,47.6,0.4,7,90.3,0,0.4,1.8,19.8,36.6,94.3,86.2,"I.S. 347 School of Humanities",238,"59",24.78991598,"12","s","s","46"
"32K349","I.S. 349 Math, Science & Tech.",39.5,60.5,2.5,9.5,83,0,2.5,2.5,21.5,29.5,92,88.7,"I.S. 349 Math, Science & Tech.",216,"62",28.70370448,"18","s","s","44"
"32K376","P.S. 376",48,52,2.7,7.1,80.3,0.4,1.1,8.2,15.9,27.2,75.7,77.8,"P.S. 376",531,"98",18.45574379,"7","s","s","91"
"32K377","P.S. 377 Alejandrina B. De Gautier",45.1,54.9,1,10.8,87.7,0,0,0.5,17.4,37.4,88.2,88.5,"P.S. 377 Alejandrina B. De Gautier",232,"104",44.82758641,"14","s","s","84"
"32K383","J.H.S. 383 Philippa Schuyler",53.6,46.4,2.7,26.5,66.6,0.7,0.3,2,19.9,15.1,84.4,84.4,"J.H.S. 383 Philippa Schuyler",738,"98",13.27913254,"16","s","s","81"
"32K384","P.S. /I.S. 384 Frances E. Carter",52,48,0.6,12.7,85.3,0.3,0,1.1,24.6,26,89,92,"P.S. /I.S. 384 Frances E. Carter",389,"102",26.22107863,"30","17","13","72"
"32K403","Academy for Excellence in Leadership",43,57,1.1,12.9,73.8,0,1.4,2.9,22.2,41.9,93.2,93.8,"Academy for Excellence in Leadership",309,"100",32.36245811,"23","15","8","64"
"32K545","EBC High School for Public Service - Bushwick",42.8,57.2,0.9,12.1,83.9,0.2,0.4,0.2,23.3,25.6,89.9,94.8,"EBC High School for Public Service - Bushwick",447,"90",20.13422847,"30","s","s","58"
"32K549","The Brooklyn School for Social Justice",52.7,47.3,1.4,11.9,81.6,0,0.7,4,18.4,39.7,91.7,92.5,"The Brooklyn School for Social Justice",286,"76",26.57342553,"13","7","6","62"
"32K552","The Academy of Urban Planning and Engineering",33.4,66.6,2.6,19,68,0.5,1.2,4.2,16.9,21.8,95,85.1,"The Academy of Urban Planning and Engineering",429,"76",17.71561801,"18","8","10","53"
"32K554","All City Leadership Secondary School",49,51,7,12.8,63.6,0.7,0.9,11.4,15.4,3.3,77.2,69.9,"All City Leadership Secondary School",430,"27",6.27906993,"6","s","s","20"
"32K556","Bushwick Leaders High School for Academic Excellen",49,51,1.7,14,80.8,0.3,0.3,1.7,22.3,37,92.8,92.6,"Bushwick Leaders High School for Academic Excellen",371,"107",28.84097099,"21","15","6","82"
"32K562","Evergreen Middle School for Urban Exploration",43.9,56.1,0.6,11.6,85.8,0,0,1.4,20.7,33.1,89.2,89.9,"Evergreen Middle School for Urban Exploration",365,"114",31.23287559,"21","14","7","90"
"32K564","Bushwick Community High School",46,54,0,19.5,80.5,0,0,0,17.7,33.6,91.2,93.1,"Bushwick Community High School",137,"29",21.16788328,"24","s","s","s"
"75K004","P.S. K004",25.4,74.6,7.3,57.1,28.6,0.2,3.4,3.4,100,24.9,89.1,90.8,"P.S. K004",431,"44",10.20881683,"29","s","s","9"
"75K036","P.S. 36",20.9,79.1,6.3,61.2,25.4,0.5,0.7,5.9,100,13.8,91.4,93,"P.S. 36",466,"64",13.73390555,"37","25","12","15"
"75K053","P.S. K053",27.3,72.7,15.7,30,39.9,3.1,1.7,9.7,100,33.8,94.4,94.9,"P.S. K053",423,"33",7.80141875,"21","s","s","8"
"75K077","P.S. K077",23.6,76.4,19.7,38.8,26.2,0.5,0.8,13.9,99.7,27.3,90.6,92.9,"P.S. K077",397,"39",9.82367769,"29","22","7","7"
"75K140","P.S. K140",18.8,81.2,4.1,57.7,32.5,1.7,0.9,3.2,99.1,10.4,94.5,95,"P.S. K140",365,"82",22.46575356,"53","35","18","14"
"75K141","P.S. K141",34.4,65.6,5.9,39.5,36.2,1.5,0.5,16.4,99.5,21,93.3,94.1,"P.S. K141",400,"69",17.24999994,"39","32","7","26"
"75K231","P.S. K231",27.4,72.6,28.4,13.5,21.8,1.3,0.3,34.7,99.7,35.3,88.1,88.5,"P.S. K231",317,"14",4.41640392,"s","s","s","6"
"75K368","P.S. 368",30.2,69.8,3.6,44.4,42.7,1.2,0,8.1,93.5,12.9,95,95,"P.S. 368",296,"83",28.04054022,"22","12","10","16"
"75K369","P.S. K369 - Coy L. Cox School",22.8,77.2,9,42.2,35.4,2.2,1.2,10,100,17.9,91.7,93.4,"P.S. K369 - Coy L. Cox School",514,"49",9.53307375,"27","s","s","17"
"75K370","P.S. 370",24.1,75.9,23.4,19.5,24.5,2.7,0.4,29.5,99.6,35.6,87.4,90.1,"P.S. 370",270,"13",4.81481478,"s","s","s","7"
"75K371","P.S. 371 - Lillian L. Rashkis",28.2,71.4,8.6,44.7,32.5,0,3.1,11,98.4,23.5,92.2,93.4,"P.S. 371 - Lillian L. Rashkis",254,"18",7.08661452,"11","s","s","s"
"75K372","P.S. 372 -The Children's School",21.5,78.5,9.9,25.1,26.7,3.7,0,34.6,99.5,6.3,50.8,54,"P.S. 372 -The Children's School",210,"7",3.33333351,"6","s","s","s"
"75K373","P.S. 373 - Brooklyn Transition Center",29.8,70.2,4.1,57.2,32.2,0.4,0.6,5.4,99.8,19,92.7,94.5,"P.S. 373 - Brooklyn Transition Center",462,"42",9.09090936,"27","16","11","11"
"75K396","Sid Miller Academy",26.1,73.9,8.2,55.6,19,0.5,11.3,5.3,99.5,19.6,91.2,92.9,"Sid Miller Academy",574,"80",13.93728256,"46","s","s","29"
"75K721","P.S. K721 - Brooklyn Occupational Training Center",32.8,67.2,13.3,36.2,25.1,1.3,2.8,21.2,99.6,30.3,91.5,92.9,"P.S. K721 - Brooklyn Occupational Training Center",461,"20",4.33839485,"8","s","s","7"
"75K753","P.S. K753 - School for Career Development",21.4,78.6,1.5,68.9,23.2,0.8,0.5,5.1,99,12,93.1,94.9,"P.S. K753 - School for Career Development",416,"54",12.98076957,"28","16","12","9"
"75K771","P.S. K771",25.5,74.5,21.4,32.8,21.7,1.2,1.4,21.4,99.8,26.6,84.8,86.5,"P.S. K771",588,"31",5.27210869,"18","s","s","12"
"75K811","P.S. K811 Connie Lekas School",39.6,60.4,11.3,45.5,28.4,0.4,1.8,12.7,99.6,29.8,94.9,95,"P.S. K811 Connie Lekas School",291,"24",8.24742243,"11","s","s","9"
"75M035","P.S. 035",38.4,60.4,4,40.4,40.4,1.6,1.6,12,86,3.6,85.6,88.1,"P.S. 035",316,"50",15.8227846,"24","17","7","8"
"75M079","P.S. M079 - Horan School",25,75,1.8,39.1,55.9,0,0,3.2,99.5,31.8,95,95,"P.S. M079 - Horan School",231,"27",11.6883114,"23","13","10","s"
"75M094","P.S. M094",22.6,77.4,11.3,30.6,43.8,2,0.4,11.9,100,17.6,85,87.8,"P.S. M094",489,"64",13.08793426,"37","21","16","22"
"75M138","P.S. 138",29.1,70.9,2.8,27.8,62.6,0.8,0.7,5.2,99.4,27.4,94.2,95,"P.S. 138",733,"82",11.18690297,"47","33","14","33"
"75M169","P.S. M169 - Robert F. Kennedy",23.3,76.7,1.9,40.2,52.6,0.3,2.8,2.2,99.7,12.5,94.2,95,"P.S. M169 - Robert F. Kennedy",386,"69",17.87564754,"45","34","11","16"
"75M226","P.S. M226",24.5,75.2,3.8,34.1,51.4,0.3,1.7,8.6,99.7,15.5,92.8,93.9,"P.S. M226",297,"45",15.1515156,"18","s","s","25"
"75M401","Hospital Schools",48.6,51.4,8.6,27.1,52.9,1.4,0,10,54.3,8.6,85.7,89.1,"Hospital Schools",88,"12",13.63636404,"7","s","s","s"
"75M721","P.S. M721 - Manhattan Occupational Training Center",33.2,66.8,3.5,36.7,48.2,0.5,0.5,10.1,99.5,32.2,93,95,"P.S. M721 - Manhattan Occupational Training Center",210,"34",16.19047672,"24","10","14","8"
"75M751","Manhattan School for Career Development",22.6,77.4,3.7,35.5,51.6,0.9,0.9,7.4,100,18.4,94,94.8,"Manhattan School for Career Development",229,"35",15.28384238,"19","s","s","9"
"75M811","P.S. M811 - Mickey Mantle School",21.8,78.2,2.5,38.3,51.7,1,1.1,5.4,100,14.6,92,93.9,"P.S. M811 - Mickey Mantle School",550,"98",17.81818122,"51","33","18","46"
"75Q004","P.S. Q004",21.7,78.3,29.6,26.1,25.5,1.1,2.6,15,100,22.3,80.3,81,"P.S. Q004",572,"46",8.04195777,"25","s","s","16"
"75Q009","P.S. 009",29.1,70.9,26.6,26.7,36.2,0.8,1.8,7.9,100,30.4,89.5,89.2,"P.S. 009",674,"71",10.53412482,"38","26","12","25"
"75Q023","P.S. Q023 @ Queens Children Center",42.8,57.2,16,27.9,39,1.4,1.7,14.1,86.7,13,90.9,93.5,"P.S. Q023 @ Queens Children Center",547,"52",9.50639844,"28","22","6","14"
"75Q075","Robert E. Peary School",24.3,75.7,15.6,27.4,45.3,1.5,3.1,7.2,98.9,27.7,84.2,85.5,"Robert E. Peary School",652,"72",11.04294509,"42","30","12","20"
"75Q177","P.S. Q177",22.5,77.5,24.8,28.9,25.7,1.4,3.5,15.7,100,28.8,85.8,87.3,"P.S. Q177",647,"31",4.7913447,"13","s","s","12"
